7ffada9684e8 -> 7ffada5ef690 | DATA | None
7ffada6ff588 -> EXTERNAL:00000003 | COMPUTED_CALL | load_dials
7ffada6ff5a8 -> EXTERNAL:00000003 | COMPUTED_CALL | load_dials
7ffada7b74fe -> EXTERNAL:00000003 | COMPUTED_CALL | FUN_7ffada7b7490
7ffada7b7555 -> EXTERNAL:00000003 | COMPUTED_CALL | FUN_7ffada7b7490
7ffada7b7534 -> EXTERNAL:00000003 | COMPUTED_CALL | FUN_7ffada7b7490
7ffada617464 -> EXTERNAL:00000003 | COMPUTED_CALL | FUN_7ffada617420
7ffada617484 -> EXTERNAL:00000003 | COMPUTED_CALL | FUN_7ffada617420
7ffada6174a4 -> EXTERNAL:00000003 | COMPUTED_CALL | FUN_7ffada617420
7ffada6175b8 -> EXTERNAL:00000003 | COMPUTED_CALL | FUN_7ffada617420
7ffada61767e -> EXTERNAL:00000003 | COMPUTED_CALL | FUN_7ffada617420
7ffada617661 -> EXTERNAL:00000003 | COMPUTED_CALL | FUN_7ffada617420
7ffada6174fa -> EXTERNAL:00000003 | COMPUTED_CALL | FUN_7ffada617420
7ffada6174d0 -> EXTERNAL:00000003 | COMPUTED_CALL | FUN_7ffada617420
7ffada7d7885 -> EXTERNAL:00000003 | COMPUTED_CALL | initialize
7ffada7d7e8c -> EXTERNAL:00000003 | COMPUTED_CALL | initialize
7ffada7d7a7f -> EXTERNAL:00000003 | COMPUTED_CALL | initialize
7ffada7d770e -> EXTERNAL:00000003 | COMPUTED_CALL | initialize
7ffada6472cb -> EXTERNAL:00000003 | COMPUTED_CALL | initialize
7ffada6472ed -> EXTERNAL:00000003 | COMPUTED_CALL | initialize
7ffada64730f -> EXTERNAL:00000003 | COMPUTED_CALL | initialize
7ffada6473d9 -> EXTERNAL:00000003 | COMPUTED_CALL | initialize
7ffada6473fb -> EXTERNAL:00000003 | COMPUTED_CALL | initialize
7ffada64741d -> EXTERNAL:00000003 | COMPUTED_CALL | initialize
7ffada64743f -> EXTERNAL:00000003 | COMPUTED_CALL | initialize
7ffada647461 -> EXTERNAL:00000003 | COMPUTED_CALL | initialize
7ffada647483 -> EXTERNAL:00000003 | COMPUTED_CALL | initialize
7ffada6474a5 -> EXTERNAL:00000003 | COMPUTED_CALL | initialize
7ffada6474c7 -> EXTERNAL:00000003 | COMPUTED_CALL | initialize
7ffada6473b7 -> EXTERNAL:00000003 | COMPUTED_CALL | initialize
7ffada6ff137 -> EXTERNAL:00000003 | COMPUTED_CALL | initialize
7ffada6ff181 -> EXTERNAL:00000003 | COMPUTED_CALL | initialize
7ffada6ff1a5 -> EXTERNAL:00000003 | COMPUTED_CALL | initialize
7ffada6ff1c9 -> EXTERNAL:00000003 | COMPUTED_CALL | initialize
7ffada697069 -> EXTERNAL:00000003 | COMPUTED_CALL | initialize
7ffada62eded -> EXTERNAL:00000003 | COMPUTED_CALL | l_read
7ffada62ee1a -> EXTERNAL:00000003 | COMPUTED_CALL | l_read
7ffada62ee4d -> EXTERNAL:00000003 | COMPUTED_CALL | l_read
7ffada62ee84 -> EXTERNAL:00000003 | COMPUTED_CALL | l_read
7ffada62eed8 -> EXTERNAL:00000003 | COMPUTED_CALL | l_read
7ffada62ef0c -> EXTERNAL:00000003 | COMPUTED_CALL | l_read
7ffada62ef36 -> EXTERNAL:00000003 | COMPUTED_CALL | l_read
7ffada62ef60 -> EXTERNAL:00000003 | COMPUTED_CALL | l_read
7ffada62ef85 -> EXTERNAL:00000003 | COMPUTED_CALL | l_read
7ffada73edfa -> EXTERNAL:00000003 | COMPUTED_CALL | FUN_7ffada73edd0
7ffada73ee17 -> EXTERNAL:00000003 | COMPUTED_CALL | FUN_7ffada73edd0
7ffada73ee34 -> EXTERNAL:00000003 | COMPUTED_CALL | FUN_7ffada73edd0
7ffada73ee51 -> EXTERNAL:00000003 | COMPUTED_CALL | FUN_7ffada73edd0
7ffada706d46 -> EXTERNAL:00000003 | COMPUTED_CALL | initialize
7ffada706dab -> EXTERNAL:00000003 | COMPUTED_CALL | initialize
7ffada706dcf -> EXTERNAL:00000003 | COMPUTED_CALL | initialize
7ffada80726a -> EXTERNAL:00000003 | COMPUTED_CALL | init
7ffada8072a0 -> EXTERNAL:00000003 | COMPUTED_CALL | init
7ffada8072c6 -> EXTERNAL:00000003 | COMPUTED_CALL | init
7ffada8072f4 -> EXTERNAL:00000003 | COMPUTED_CALL | init
7ffada807346 -> EXTERNAL:00000003 | COMPUTED_CALL | init
7ffada807439 -> EXTERNAL:00000003 | COMPUTED_CALL | init
7ffada8074a1 -> EXTERNAL:00000003 | COMPUTED_CALL | init
7ffada616fa2 -> EXTERNAL:00000003 | COMPUTED_CALL | panel_shake_init
7ffada807469 -> EXTERNAL:00000003 | COMPUTED_CALL | init
7ffada807417 -> EXTERNAL:00000003 | COMPUTED_CALL | init
7ffada616f27 -> EXTERNAL:00000003 | COMPUTED_CALL | panel_shake_init
7ffada616f6e -> EXTERNAL:00000003 | COMPUTED_CALL | panel_shake_init
7ffada616eec -> EXTERNAL:00000003 | COMPUTED_CALL | panel_shake_init
7ffada807d76 -> EXTERNAL:00000003 | COMPUTED_CALL | init
7ffada746f17 -> EXTERNAL:00000003 | COMPUTED_CALL | initialize
7ffada746f3b -> EXTERNAL:00000003 | COMPUTED_CALL | initialize
7ffada746f5f -> EXTERNAL:00000003 | COMPUTED_CALL | initialize
7ffada746f83 -> EXTERNAL:00000003 | COMPUTED_CALL | initialize
7ffada746fa7 -> EXTERNAL:00000003 | COMPUTED_CALL | initialize
7ffada746fcb -> EXTERNAL:00000003 | COMPUTED_CALL | initialize
7ffada746fef -> EXTERNAL:00000003 | COMPUTED_CALL | initialize
7ffada747013 -> EXTERNAL:00000003 | COMPUTED_CALL | initialize
7ffada8083e0 -> EXTERNAL:00000003 | COMPUTED_CALL | init
7ffada80841e -> EXTERNAL:00000003 | COMPUTED_CALL | init
7ffada80845c -> EXTERNAL:00000003 | COMPUTED_CALL | init
7ffada808494 -> EXTERNAL:00000003 | COMPUTED_CALL | init
7ffada8084c8 -> EXTERNAL:00000003 | COMPUTED_CALL | init
7ffada8084fc -> EXTERNAL:00000003 | COMPUTED_CALL | init
7ffada808534 -> EXTERNAL:00000003 | COMPUTED_CALL | init
7ffada8083a2 -> EXTERNAL:00000003 | COMPUTED_CALL | init
7ffada808076 -> EXTERNAL:00000003 | COMPUTED_CALL | init
7ffada807244 -> EXTERNAL:00000003 | COMPUTED_CALL | init
7ffada64eb9f -> EXTERNAL:00000003 | COMPUTED_CALL | initialize
7ffada64ebc1 -> EXTERNAL:00000003 | COMPUTED_CALL | initialize
7ffada64ebe3 -> EXTERNAL:00000003 | COMPUTED_CALL | initialize
7ffada64ec05 -> EXTERNAL:00000003 | COMPUTED_CALL | initialize
7ffada64ec27 -> EXTERNAL:00000003 | COMPUTED_CALL | initialize
7ffada64ec49 -> EXTERNAL:00000003 | COMPUTED_CALL | initialize
7ffada64ec6b -> EXTERNAL:00000003 | COMPUTED_CALL | initialize
7ffada64ec8d -> EXTERNAL:00000003 | COMPUTED_CALL | initialize
7ffada64ecaf -> EXTERNAL:00000003 | COMPUTED_CALL | initialize
7ffada64ecd1 -> EXTERNAL:00000003 | COMPUTED_CALL | initialize
7ffada6369a0 -> EXTERNAL:00000003 | COMPUTED_CALL | initialize
7ffada636a5d -> EXTERNAL:00000003 | COMPUTED_CALL | initialize
7ffada636a96 -> EXTERNAL:00000003 | COMPUTED_CALL | initialize
7ffada636ac7 -> EXTERNAL:00000003 | COMPUTED_CALL | initialize
7ffada636b00 -> EXTERNAL:00000003 | COMPUTED_CALL | initialize
7ffada66e9f6 -> EXTERNAL:00000003 | COMPUTED_CALL | initialize
7ffada66ea18 -> EXTERNAL:00000003 | COMPUTED_CALL | initialize
7ffada66ea3a -> EXTERNAL:00000003 | COMPUTED_CALL | initialize
7ffada66ea5c -> EXTERNAL:00000003 | COMPUTED_CALL | initialize
7ffada66eb01 -> EXTERNAL:00000003 | COMPUTED_CALL | initialize
7ffada81e9c4 -> EXTERNAL:00000003 | COMPUTED_CALL | FUN_7ffada81e9a0
7ffada81e9e4 -> EXTERNAL:00000003 | COMPUTED_CALL | FUN_7ffada81e9a0
7ffada81ea04 -> EXTERNAL:00000003 | COMPUTED_CALL | FUN_7ffada81e9a0
7ffada81ea24 -> EXTERNAL:00000003 | COMPUTED_CALL | FUN_7ffada81e9a0
7ffada81ea44 -> EXTERNAL:00000003 | COMPUTED_CALL | FUN_7ffada81e9a0
7ffada81ea64 -> EXTERNAL:00000003 | COMPUTED_CALL | FUN_7ffada81e9a0
7ffada81ea9a -> EXTERNAL:00000003 | COMPUTED_CALL | FUN_7ffada81e9a0
7ffada6f6b9b -> EXTERNAL:00000003 | COMPUTED_CALL | initialize
7ffada6f6c1d -> EXTERNAL:00000003 | COMPUTED_CALL | initialize
7ffada6f6bf7 -> EXTERNAL:00000003 | COMPUTED_CALL | initialize
7ffada6f6bc9 -> EXTERNAL:00000003 | COMPUTED_CALL | initialize
7ffada6f69dd -> EXTERNAL:00000003 | COMPUTED_CALL | initialize
7ffada6f6a67 -> EXTERNAL:00000003 | COMPUTED_CALL | initialize
7ffada6f6a39 -> EXTERNAL:00000003 | COMPUTED_CALL | initialize
7ffada6f6a0b -> EXTERNAL:00000003 | COMPUTED_CALL | initialize
7ffada626c02 -> EXTERNAL:00000003 | COMPUTED_CALL | l_read
7ffada68eccb -> EXTERNAL:00000003 | COMPUTED_CALL | initialize
7ffada6d66eb -> EXTERNAL:00000003 | COMPUTED_CALL | initialize
7ffada6d6716 -> EXTERNAL:00000003 | COMPUTED_CALL | initialize
7ffada7b650d -> EXTERNAL:00000003 | COMPUTED_CALL | FUN_7ffada7b64b0
7ffada7b6bfd -> EXTERNAL:00000003 | COMPUTED_CALL | FUN_7ffada7b64b0
7ffada67e7dc -> EXTERNAL:00000003 | COMPUTED_CALL | initialize
7ffada6967da -> EXTERNAL:00000003 | COMPUTED_CALL | read_coefficients
7ffada6967fa -> EXTERNAL:00000003 | COMPUTED_CALL | read_coefficients
7ffada69681a -> EXTERNAL:00000003 | COMPUTED_CALL | read_coefficients
7ffada69683a -> EXTERNAL:00000003 | COMPUTED_CALL | read_coefficients
7ffada69685a -> EXTERNAL:00000003 | COMPUTED_CALL | read_coefficients
7ffada69687a -> EXTERNAL:00000003 | COMPUTED_CALL | read_coefficients
7ffada69689a -> EXTERNAL:00000003 | COMPUTED_CALL | read_coefficients
7ffada6968ba -> EXTERNAL:00000003 | COMPUTED_CALL | read_coefficients
7ffada6968da -> EXTERNAL:00000003 | COMPUTED_CALL | read_coefficients
7ffada6968fa -> EXTERNAL:00000003 | COMPUTED_CALL | read_coefficients
7ffada69691a -> EXTERNAL:00000003 | COMPUTED_CALL | read_coefficients
7ffada69693a -> EXTERNAL:00000003 | COMPUTED_CALL | read_coefficients
7ffada6367a5 -> EXTERNAL:00000003 | COMPUTED_CALL | FUN_7ffada636750
7ffada65e745 -> EXTERNAL:00000003 | COMPUTED_CALL | initialize
7ffada616637 -> EXTERNAL:00000003 | COMPUTED_CALL | initialize_mirrors
7ffada6f667b -> EXTERNAL:00000003 | COMPUTED_CALL | initialize
7ffada6f670e -> EXTERNAL:00000003 | COMPUTED_CALL | initialize
7ffada6f66de -> EXTERNAL:00000003 | COMPUTED_CALL | initialize
7ffada6f66ae -> EXTERNAL:00000003 | COMPUTED_CALL | initialize
7ffada78e3ad -> EXTERNAL:00000003 | COMPUTED_CALL | set_render_materials
7ffada78e415 -> EXTERNAL:00000003 | COMPUTED_CALL | set_render_materials
7ffada73664b -> EXTERNAL:00000003 | COMPUTED_CALL | process_emitter_for_db
7ffada736862 -> EXTERNAL:00000003 | COMPUTED_CALL | process_emitter_for_db
7ffada736afd -> EXTERNAL:00000003 | COMPUTED_CALL | process_emitter_for_db
7ffada736b39 -> EXTERNAL:00000003 | COMPUTED_CALL | process_emitter_for_db
7ffada7366e3 -> EXTERNAL:00000003 | COMPUTED_CALL | process_emitter_for_db
7ffada7366a7 -> EXTERNAL:00000003 | COMPUTED_CALL | process_emitter_for_db
7ffada73666c -> EXTERNAL:00000003 | COMPUTED_CALL | process_emitter_for_db
7ffada736623 -> EXTERNAL:00000003 | COMPUTED_CALL | process_emitter_for_db
7ffada736751 -> EXTERNAL:00000003 | COMPUTED_CALL | process_emitter_for_db
7ffada736e72 -> EXTERNAL:00000003 | COMPUTED_CALL | process_emitter_for_db
7ffada736e46 -> EXTERNAL:00000003 | COMPUTED_CALL | process_emitter_for_db
7ffada736de0 -> EXTERNAL:00000003 | COMPUTED_CALL | process_emitter_for_db
7ffada846728 -> EXTERNAL:00000004 | DATA | None
7ffada6f42ce -> EXTERNAL:00000004 | COMPUTED_JUMP | loadInterphone
7ffada659db4 -> EXTERNAL:00000004 | COMPUTED_CALL | getUnitSystemType
7ffada621f1a -> EXTERNAL:00000004 | COMPUTED_CALL | FUN_7ffada621ca0
7ffada609c93 -> EXTERNAL:00000004 | COMPUTED_CALL | FUN_7ffada609970
7ffada7b1b7b -> EXTERNAL:00000004 | COMPUTED_CALL | FUN_7ffada7b1b10
7ffada7b1cb8 -> EXTERNAL:00000004 | COMPUTED_CALL | FUN_7ffada7b1b10
7ffada62111a -> EXTERNAL:00000004 | COMPUTED_CALL | FUN_7ffada6210d0
7ffada669dea -> EXTERNAL:00000004 | COMPUTED_CALL | initialize
7ffada7b0d97 -> EXTERNAL:00000004 | COMPUTED_CALL | construct
7ffada750ff8 -> EXTERNAL:00000004 | COMPUTED_CALL | initialize
7ffada7516f1 -> EXTERNAL:00000004 | COMPUTED_CALL | initialize
7ffada6e8a04 -> EXTERNAL:00000004 | COMPUTED_CALL | OnCockpitEvent
7ffada628c1c -> EXTERNAL:00000004 | COMPUTED_CALL | FUN_7ffada628bb0
7ffada628c6a -> EXTERNAL:00000004 | COMPUTED_CALL | FUN_7ffada628bb0
7ffada60921b -> EXTERNAL:00000004 | COMPUTED_CALL | FUN_7ffada6087a0
7ffada60952c -> EXTERNAL:00000004 | COMPUTED_CALL | FUN_7ffada6087a0
7ffada6095d9 -> EXTERNAL:00000004 | COMPUTED_CALL | FUN_7ffada6087a0
7ffada738259 -> EXTERNAL:00000004 | COMPUTED_CALL | initialize
7ffada620324 -> EXTERNAL:00000004 | COMPUTED_CALL | loadSounds
7ffada78082c -> EXTERNAL:00000004 | COMPUTED_CALL | initialize
7ffada780911 -> EXTERNAL:00000004 | COMPUTED_CALL | initialize
7ffada780942 -> EXTERNAL:00000004 | COMPUTED_CALL | initialize
7ffada643f4b -> EXTERNAL:00000004 | COMPUTED_CALL | load_from_state
7ffada644005 -> EXTERNAL:00000004 | COMPUTED_CALL | load_from_state
7ffada644026 -> EXTERNAL:00000004 | COMPUTED_CALL | load_from_state
7ffada783e1a -> EXTERNAL:00000004 | COMPUTED_CALL | initMaterials
7ffada783fb7 -> EXTERNAL:00000004 | COMPUTED_CALL | initMaterials
7ffada783fd2 -> EXTERNAL:00000004 | COMPUTED_CALL | initMaterials
7ffada7841b6 -> EXTERNAL:00000004 | COMPUTED_CALL | initMaterials
7ffada6dba0a -> EXTERNAL:00000004 | COMPUTED_CALL | FUN_7ffada6db8a0
7ffada6dbbcc -> EXTERNAL:00000004 | COMPUTED_CALL | FUN_7ffada6dbba0
7ffada6dbbec -> EXTERNAL:00000004 | COMPUTED_CALL | FUN_7ffada6dbba0
7ffada67bcf1 -> EXTERNAL:00000004 | COMPUTED_CALL | loadWaypoints
7ffada67bdc4 -> EXTERNAL:00000004 | COMPUTED_CALL | loadWaypoints
7ffada67bf4e -> EXTERNAL:00000004 | COMPUTED_CALL | loadWaypoints
7ffada73414a -> EXTERNAL:00000004 | COMPUTED_CALL | initialize
7ffada73456f -> EXTERNAL:00000004 | COMPUTED_CALL | initialize
7ffada78b5a3 -> EXTERNAL:00000004 | COMPUTED_CALL | initialize
7ffada802d86 -> EXTERNAL:00000004 | COMPUTED_CALL | read_waypoint
7ffada802eeb -> EXTERNAL:00000004 | COMPUTED_CALL | read_waypoint
7ffada80300f -> EXTERNAL:00000004 | COMPUTED_CALL | read_waypoint
7ffada692c5e -> EXTERNAL:00000004 | COMPUTED_CALL | initialize
7ffada802bfc -> EXTERNAL:00000004 | COMPUTED_CALL | read_airdrome_id
7ffada62ab7d -> EXTERNAL:00000004 | COMPUTED_CALL | FUN_7ffada62aae0
7ffada62abcc -> EXTERNAL:00000004 | COMPUTED_CALL | FUN_7ffada62aae0
7ffada78ac08 -> EXTERNAL:00000004 | COMPUTED_CALL | initPages
7ffada60a59b -> EXTERNAL:00000004 | COMPUTED_CALL | FUN_7ffada60a4f0
7ffada7929bc -> EXTERNAL:00000004 | COMPUTED_CALL | FUN_7ffada792760
7ffada792c63 -> EXTERNAL:00000004 | COMPUTED_CALL | FUN_7ffada792760
7ffada792da9 -> EXTERNAL:00000004 | COMPUTED_CALL | FUN_7ffada792760
7ffada792e66 -> EXTERNAL:00000004 | COMPUTED_CALL | FUN_7ffada792760
7ffada792eda -> EXTERNAL:00000004 | COMPUTED_CALL | FUN_7ffada792760
7ffada7d26b2 -> EXTERNAL:00000004 | COMPUTED_CALL | FUN_7ffada7d23e0
7ffada605c49 -> EXTERNAL:00000004 | COMPUTED_CALL | create_indicator
7ffada605c86 -> EXTERNAL:00000004 | COMPUTED_CALL | create_indicator
7ffada705bf1 -> EXTERNAL:00000004 | COMPUTED_CALL | FUN_7ffada705a50
7ffada71e85b -> EXTERNAL:00000004 | COMPUTED_CALL | initializeDatabase
7ffada605712 -> EXTERNAL:00000004 | COMPUTED_CALL | create_device
7ffada60572d -> EXTERNAL:00000004 | COMPUTED_CALL | create_device
7ffada605819 -> EXTERNAL:00000004 | COMPUTED_CALL | create_device
7ffada6dd202 -> EXTERNAL:00000004 | COMPUTED_CALL | FUN_7ffada6dd0b0
7ffada6153f0 -> EXTERNAL:00000004 | COMPUTED_CALL | initialize
7ffada615e86 -> EXTERNAL:00000004 | COMPUTED_CALL | initialize
7ffada616298 -> EXTERNAL:00000004 | COMPUTED_CALL | initialize
7ffada624e6a -> EXTERNAL:00000004 | COMPUTED_CALL | l_read
7ffada6050f8 -> EXTERNAL:00000004 | COMPUTED_CALL | create_all_from
7ffada8052d7 -> EXTERNAL:00000004 | COMPUTED_CALL | FUN_7ffada804ef0
7ffada7f4993 -> EXTERNAL:00000004 | COMPUTED_CALL | read_from_state
7ffada7f4a22 -> EXTERNAL:00000004 | COMPUTED_CALL | read_from_state
7ffada624b45 -> EXTERNAL:00000004 | COMPUTED_CALL | l_load_states
7ffada7f4565 -> EXTERNAL:00000004 | COMPUTED_CALL | FUN_7ffada7f4510
7ffada60439f -> EXTERNAL:00000004 | COMPUTED_CALL | create_additional_services
7ffada6043c0 -> EXTERNAL:00000004 | COMPUTED_CALL | create_additional_services
7ffada6046e8 -> EXTERNAL:00000004 | COMPUTED_CALL | create_additional_services
7ffada604a81 -> EXTERNAL:00000004 | COMPUTED_CALL | create_additional_services
7ffada604ac8 -> EXTERNAL:00000004 | COMPUTED_CALL | create_additional_services
7ffada624602 -> EXTERNAL:00000004 | COMPUTED_CALL | l_load_state_matrix
7ffada8040d8 -> EXTERNAL:00000004 | COMPUTED_CALL | FUN_7ffada804050
7ffada804373 -> EXTERNAL:00000004 | COMPUTED_CALL | FUN_7ffada804050
7ffada6f44a3 -> EXTERNAL:00000004 | COMPUTED_CALL | loadRadio
7ffada6301fe -> EXTERNAL:00000004 | COMPUTED_CALL | parseLuaConfig
7ffada617b85 -> EXTERNAL:00000004 | COMPUTED_CALL | FUN_7ffada617b30
7ffada607bc5 -> EXTERNAL:00000004 | COMPUTED_CALL | init_unit
7ffada7b750b -> EXTERNAL:00000004 | COMPUTED_CALL | FUN_7ffada7b7490
7ffada6175c4 -> EXTERNAL:00000004 | COMPUTED_CALL | FUN_7ffada617420
7ffada61789c -> EXTERNAL:00000004 | COMPUTED_CALL | FUN_7ffada617420
7ffada617926 -> EXTERNAL:00000004 | COMPUTED_CALL | FUN_7ffada617420
7ffada7d7897 -> EXTERNAL:00000004 | COMPUTED_CALL | initialize
7ffada7d7902 -> EXTERNAL:00000004 | COMPUTED_CALL | initialize
7ffada7d7a3c -> EXTERNAL:00000004 | COMPUTED_CALL | initialize
7ffada81ee18 -> EXTERNAL:00000004 | COMPUTED_CALL | FUN_7ffada81ed00
7ffada81ee4d -> EXTERNAL:00000004 | COMPUTED_CALL | FUN_7ffada81ed00
7ffada70709e -> EXTERNAL:00000004 | COMPUTED_CALL | FUN_7ffada706f40
7ffada70727a -> EXTERNAL:00000004 | COMPUTED_CALL | FUN_7ffada706f40
7ffada8071d1 -> EXTERNAL:00000004 | COMPUTED_CALL | init
7ffada807358 -> EXTERNAL:00000004 | COMPUTED_CALL | init
7ffada807d88 -> EXTERNAL:00000004 | COMPUTED_CALL | init
7ffada64ee35 -> EXTERNAL:00000004 | COMPUTED_CALL | initialize
7ffada6f6dd1 -> EXTERNAL:00000004 | COMPUTED_CALL | initialize
7ffada7b6554 -> EXTERNAL:00000004 | COMPUTED_CALL | FUN_7ffada7b64b0
7ffada7b6640 -> EXTERNAL:00000004 | COMPUTED_CALL | FUN_7ffada7b64b0
7ffada7b67d6 -> EXTERNAL:00000004 | COMPUTED_CALL | FUN_7ffada7b64b0
7ffada7b6c0a -> EXTERNAL:00000004 | COMPUTED_CALL | FUN_7ffada7b64b0
7ffada7fe5bc -> EXTERNAL:00000004 | COMPUTED_CALL | FUN_7ffada7fe4f0
7ffada78e42a -> EXTERNAL:00000004 | COMPUTED_CALL | set_render_materials
7ffada736632 -> EXTERNAL:00000004 | COMPUTED_CALL | process_emitter_for_db
7ffada73665a -> EXTERNAL:00000004 | COMPUTED_CALL | process_emitter_for_db
7ffada7366f3 -> EXTERNAL:00000004 | COMPUTED_CALL | process_emitter_for_db
7ffada736871 -> EXTERNAL:00000004 | COMPUTED_CALL | process_emitter_for_db
7ffada7369eb -> EXTERNAL:00000004 | COMPUTED_CALL | process_emitter_for_db
7ffada736761 -> EXTERNAL:00000004 | COMPUTED_CALL | process_emitter_for_db
7ffada736e55 -> EXTERNAL:00000004 | COMPUTED_CALL | process_emitter_for_db
7ffada736e81 -> EXTERNAL:00000004 | COMPUTED_CALL | process_emitter_for_db
7ffada736df0 -> EXTERNAL:00000004 | COMPUTED_CALL | process_emitter_for_db
7ffada846768 -> EXTERNAL:0000000c | DATA | None
7ffada841e0e -> EXTERNAL:0000000c | COMPUTED_JUMP | FUN_7ffada841db0
7ffada841c8e -> EXTERNAL:0000000c | COMPUTED_JUMP | FUN_7ffada841c30
7ffada841ebe -> EXTERNAL:0000000c | COMPUTED_JUMP | FUN_7ffada841e60
7ffada8418be -> EXTERNAL:0000000c | COMPUTED_JUMP | FUN_7ffada841860
7ffada841bde -> EXTERNAL:0000000c | COMPUTED_JUMP | FUN_7ffada841b80
7ffada841a7e -> EXTERNAL:0000000c | COMPUTED_JUMP | FUN_7ffada841a20
7ffada841b2e -> EXTERNAL:0000000c | COMPUTED_JUMP | FUN_7ffada841ad0
7ffada84161e -> EXTERNAL:0000000c | COMPUTED_JUMP | FUN_7ffada8415c0
7ffada84148e -> EXTERNAL:0000000c | COMPUTED_JUMP | FUN_7ffada841430
7ffada8414fe -> EXTERNAL:0000000c | COMPUTED_JUMP | FUN_7ffada8414a0
7ffada84176e -> EXTERNAL:0000000c | COMPUTED_JUMP | FUN_7ffada841710
7ffada84184e -> EXTERNAL:0000000c | COMPUTED_JUMP | FUN_7ffada8417f0
7ffada8417de -> EXTERNAL:0000000c | COMPUTED_JUMP | FUN_7ffada841780
7ffada84168e -> EXTERNAL:0000000c | COMPUTED_JUMP | FUN_7ffada841630
7ffada8416fe -> EXTERNAL:0000000c | COMPUTED_JUMP | FUN_7ffada8416a0
7ffada84118e -> EXTERNAL:0000000c | COMPUTED_JUMP | FUN_7ffada841130
7ffada84130e -> EXTERNAL:0000000c | COMPUTED_JUMP | FUN_7ffada8412b0
7ffada840d8e -> EXTERNAL:0000000c | COMPUTED_JUMP | FUN_7ffada840d30
7ffada84104e -> EXTERNAL:0000000c | COMPUTED_JUMP | FUN_7ffada840ff0
7ffada840f0e -> EXTERNAL:0000000c | COMPUTED_JUMP | FUN_7ffada840eb0
7ffada8409fe -> EXTERNAL:0000000c | COMPUTED_JUMP | FUN_7ffada8409a0
7ffada840b5e -> EXTERNAL:0000000c | COMPUTED_JUMP | FUN_7ffada840b00
7ffada840c0e -> EXTERNAL:0000000c | COMPUTED_JUMP | FUN_7ffada840bb0
7ffada840aae -> EXTERNAL:0000000c | COMPUTED_JUMP | FUN_7ffada840a50
7ffada8407fe -> EXTERNAL:0000000c | COMPUTED_JUMP | FUN_7ffada8407a0
7ffada7b9dc6 -> EXTERNAL:0000000c | COMPUTED_CALL | FUN_7ffada7b9d60
7ffada7b1296 -> EXTERNAL:0000000c | COMPUTED_CALL | FUN_7ffada7b1230
7ffada7b01f6 -> EXTERNAL:0000000c | COMPUTED_CALL | FUN_7ffada7b0190
7ffada613d5f -> EXTERNAL:0000000c | COMPUTED_CALL | FUN_7ffada613d50
7ffada613cbf -> EXTERNAL:0000000c | COMPUTED_CALL | FUN_7ffada613cb0
7ffada79bb96 -> EXTERNAL:0000000c | COMPUTED_CALL | FUN_7ffada79bb30
7ffada7b3a66 -> EXTERNAL:0000000c | COMPUTED_CALL | FUN_7ffada7b3a00
7ffada7bb746 -> EXTERNAL:0000000c | COMPUTED_CALL | FUN_7ffada7bb6e0
7ffada7a28f6 -> EXTERNAL:0000000c | COMPUTED_CALL | FUN_7ffada7a2890
7ffada7ba786 -> EXTERNAL:0000000c | COMPUTED_CALL | FUN_7ffada7ba720
7ffada7b2686 -> EXTERNAL:0000000c | COMPUTED_CALL | FUN_7ffada7b2620
7ffada7aa356 -> EXTERNAL:0000000c | COMPUTED_CALL | FUN_7ffada7aa2f0
7ffada79a296 -> EXTERNAL:0000000c | COMPUTED_CALL | FUN_7ffada79a230
7ffada7b6026 -> EXTERNAL:0000000c | COMPUTED_CALL | FUN_7ffada7b5fc0
7ffada82d5af -> EXTERNAL:0000000c | COMPUTED_CALL | FUN_7ffada82d590
7ffada7a50a6 -> EXTERNAL:0000000c | COMPUTED_CALL | FUN_7ffada7a5040
7ffada7bcdf6 -> EXTERNAL:0000000c | COMPUTED_CALL | FUN_7ffada7bcd90
7ffada79c906 -> EXTERNAL:0000000c | COMPUTED_CALL | FUN_7ffada79c8a0
7ffada7bc956 -> EXTERNAL:0000000c | COMPUTED_CALL | FUN_7ffada7bc8f0
7ffada7ac446 -> EXTERNAL:0000000c | COMPUTED_CALL | FUN_7ffada7ac3e0
7ffada7ac3a6 -> EXTERNAL:0000000c | COMPUTED_CALL | FUN_7ffada7ac340
7ffada797af6 -> EXTERNAL:0000000c | COMPUTED_CALL | FUN_7ffada797a90
7ffada79f336 -> EXTERNAL:0000000c | COMPUTED_CALL | FUN_7ffada79f2d0
7ffada7b7336 -> EXTERNAL:0000000c | COMPUTED_CALL | FUN_7ffada7b72d0
7ffada83684f -> EXTERNAL:0000000c | COMPUTED_CALL | FUN_7ffada836830
7ffada7bebf6 -> EXTERNAL:0000000c | COMPUTED_CALL | FUN_7ffada7beb90
7ffada7a6286 -> EXTERNAL:0000000c | COMPUTED_CALL | FUN_7ffada7a6220
7ffada79e2d6 -> EXTERNAL:0000000c | COMPUTED_CALL | FUN_7ffada79e270
7ffada8467b8 -> EXTERNAL:00000016 | DATA | None
7ffada78025b -> EXTERNAL:00000016 | COMPUTED_JUMP | getActualAbscissa
7ffada7c147e -> EXTERNAL:00000016 | COMPUTED_CALL | FUN_7ffada7c1460
7ffada64950b -> EXTERNAL:00000016 | COMPUTED_CALL | checkCallbackClickable
